ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,case,summary,age_of_shooter,prior_signs_mental_health_issues,mental_health_details,weapons_obtained_legally,where_obtained,weapon_type,weapon_details,race,gender,mental_health_sources,sources_additional_age,type,log_n_killed,log_n_injured,indegree,outdegree
519,321,2015-09-17,500 block of W. Broadwell Street Albion Michigan,0.4828313737302301,0,4,Albion,Michigan,-84.76026089999998,42.2571959,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
520,321,2015-09-17,36705 379th Street Geddes South Dakota,1.3621371043387192,6,0,Geddes,South Dakota,-98.6046469,43.2948084,,,,,,,,,,,,,,,1.9459101490553128,0.0,0,12
521,322,2015-09-19,3900 block of Graceland Avenue Indianapolis Indiana,0.9010913347279288,1,3,Indianapolis,Indiana,-86.16278439999998,39.8263726,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,10
522,323,2015-09-20,5700 block of South LaSalle Chicago Illinois,1.0227308671603779,1,5,Chicago,Illinois,-87.63176159999998,41.8770561,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,2,10
523,323,2015-09-20,900 Pratt St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.09298179999998,40.0306976,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,3,9
524,323,2015-09-20,Pine and Yale Tulsa Oklahoma,0.583773044716594,0,6,Tulsa,Oklahoma,-95.9224605,36.1771008,,,,,,,,,,,,,,,0.0,1.9459101490553128,5,8
525,324,2015-09-23,1300 block of Reddington Lane Norcross Georgia,0.9010913347279288,1,3,Norcross,Georgia,-84.17448499999998,33.91048789999999,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,7
526,324,2015-09-23,Dale Street and Veronica S. Shoemaker Boulevard Fort Myers Florida,0.4828313737302301,0,4,Fort Myers,Florida,-81.83997240000002,26.6429197,,,,,,,,,,,,,,,0.0,1.6094379124341005,9,0
527,324,2015-09-23,2900 block of Peach Street Shreveport Louisiana,0.5375278407684164,0,5,Shreveport,Louisiana,-93.8243108,32.5490993,,,,,,,,,,,,,,,0.0,1.791759469228055,9,4
528,325,2015-09-24,5100 block of South Morgan Street Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.65020190000001,41.80152329999999,,,,,,,,,,,,,,,0.0,1.791759469228055,7,4
529,326,2015-09-25,1300 block of May Street Danville Illinois,0.4828313737302301,0,4,Danville,Illinois,-87.60225009999998,40.1401769,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
530,327,2015-09-27,1700 E. 18th St. Kansas City Missouri,0.4828313737302301,0,4,Kansas City,Missouri,-94.5619258,39.091355,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
531,327,2015-09-27,5200 block of South Justine Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6636807,41.7993886,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
532,327,2015-09-27,1140 Hill Haven Road Greenville Georgia,0.7193685818395111,0,10,Greenville,Georgia,-84.72171970000002,33.038321,,,,,,,,,,,,,,,0.0,2.3978952727983707,5,5
533,328,2015-09-28,1921 Oakridge Dayton Ohio,0.4828313737302301,0,4,Dayton,Ohio,-84.23580340000002,39.75841390000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
534,328,2015-09-28,5300 block of South Aberdeen Street Chicago Illinois,1.184916910403644,2,3,Chicago,Illinois,-87.65289,41.797707,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,0,7
535,328,2015-09-28,300 block of West 42nd Street Chicago Illinois,1.2999897393843562,3,2,Chicago,Illinois,-87.6337728,41.8184212,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,0,7
536,328,2015-09-28,1800 block of Hewitt Avenue Cincinnati (Evanston) Ohio,0.5375278407684164,0,5,Cincinnati (Evanston),Ohio,-84.4719926,39.13738970000001,,,,,,,,,,,,,,,0.0,1.791759469228055,6,2
537,329,2015-10-01,1140 Umpqua College Rd Roseburg Oregon,2.369302218857073,10,9,Roseburg,Oregon,-123.33455959999999,43.2910295,Umpqua Community College shooting,26-year-old Chris Harper Mercer opened fire at Umpqua Community College in southwest Oregon. The gunman shot himself to death after being wounded in a shootout with police.,26,Unclear,"Harper-Mercer's mother said in multiple online postings that he had Asperger's syndrome. Harper-Mercer graduated from the Switzer Learning Center, a school for students with special needs, emotional difficulties, autism and Asperger's syndrome.",Yes,From the home he shared with his mother. All were legally obtained by either Harper/Mercer or family members.,"Five pistols, one rifle, five magazines of ammunition","9 mm Glock pistol, .40 caliber Smith & Wesson, .40 caliber Taurus pistol, .556 caliber Del-Ton; (ammo details unclear)",Other,Male,http://www.latimes.com/nation/nationnow/la-na-nn-chris-harper-mercer-oregon-shooting-20151002-htmlstory.html,http://www.nytimes.com/2015/10/03/us/chris-harper-mercer-umpqua-community-college-shooting.html; http://www.latimes.com/nation/nationnow/la-na-nn-chris-harper-mercer-oregon-shooting-20151002-htmlstory.html; http://www.huffingtonpost.com/entry/ian-mercer-father-guns_56116d7ae4b0af3706e12525; http://wate.com/2015/10/02/what-we-know-about-umpqua-community-college-shooter-2/; http://www.cnn.com/2015/10/02/us/oregon-umpqua-community-college-shooting/ ,Mass,2.3978952727983707,2.302585092994046,0,9
538,330,2015-10-02,5400 Reisterstown Road Baltimore Maryland,0.9680344001221916,1,4,Baltimore,Maryland,-76.68834709999999,39.34600070000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,3,8
539,331,2015-10-06,300 block of North Payson Street Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.64887159999998,39.2919467,,,,,,,,,,,,,,,0.0,1.791759469228055,5,4
540,332,2015-10-09,216 E Mountain View Dr Flagstaff Arizona,0.9010913347279288,1,3,Flagstaff,Arizona,-111.649455,35.189276,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,6
541,333,2015-10-10,2405 N Flora Peoria Illinois,0.9010913347279288,1,3,Peoria,Illinois,-89.6012307,40.71705220000001,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,5
542,333,2015-10-10,1900 block of West Boulevard Charlotte North Carolina,0.4828313737302301,0,4,Charlotte,North Carolina,-80.889749,35.214263,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
543,333,2015-10-10,6135 Mount Moriah Road Memphis Tennessee,0.583773044716594,0,6,Memphis,Tennessee,-89.85919240000004,35.0699688,,,,,,,,,,,,,,,0.0,1.9459101490553128,6,4
544,334,2015-10-12,4731 Glenwood Road Decatur Georgia,0.4828313737302301,0,4,Decatur,Georgia,-84.2243541,33.736065100000005,,,,,,,,,,,,,,,0.0,1.6094379124341005,9,0
545,335,2015-10-17,2224 First St Fort Myers Florida,0.9680344001221916,1,4,Fort Myers,Florida,-81.8701195,26.644035499999998,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,1,7
546,335,2015-10-17,160 Easy Shopping Place Elkhart Indiana,0.4828313737302301,0,4,Elkhart,Indiana,-85.96671440000001,41.69043449999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
547,336,2015-10-18,2600 block of Caffin Avenue New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.011173,29.97719600000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
548,337,2015-10-19,300 Campbell Avenue Calumet City Illinois,0.583773044716594,0,6,Calumet City,Illinois,-87.550872,41.629428000000004,,,,,,,,,,,,,,,0.0,1.9459101490553128,3,5
549,338,2015-10-22,3500 John A. Merritt Blvd Nashville Tennessee,0.9010913347279288,1,3,Nashville,Tennessee,-86.82608959999996,36.1682498,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1,5
550,339,2015-10-24,682 Dixie Ave. Bamberg South Carolina,0.4828313737302301,0,4,Bamberg,South Carolina,-81.0338983,33.3011401,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
551,340,2015-10-25,2339 Stricklands Crossroads Road Four Oaks North Carolina,0.5375278407684164,0,5,Four Oaks,North Carolina,-78.357259,35.364437,,,,,,,,,,,,,,,0.0,1.791759469228055,3,1
552,340,2015-10-25,4300 block of Wheeler Road SE Washington District of Columbia,0.5375278407684164,0,5,Washington,District of Columbia,-76.98794389999998,38.8326983,,,,,,,,,,,,,,,0.0,1.791759469228055,3,1
553,340,2015-10-25,Seventh Street and Broadway Phoenix Arizona,0.9680344001221916,1,4,Phoenix,Arizona,-112.0645687,33.4067144,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,0,4
554,341,2015-10-26,711 E Virginia St Evansville Indiana,0.5375278407684164,0,5,Evansville,Indiana,-87.55447609999996,37.981738,,,,,,,,,,,,,,,0.0,1.791759469228055,4,1
555,342,2015-10-27,1700 block of Southcrest Drive Fort Worth Texas,0.5375278407684164,0,5,Fort Worth,Texas,-97.345196,32.670772899999996,,,,,,,,,,,,,,,0.0,1.791759469228055,3,2
556,343,2015-10-28,400 block of Morgan Street Houma Louisiana,0.9010913347279288,1,3,Houma,Louisiana,-90.7305463,29.59500809999999,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1,2
557,344,2015-11-02,2217 Refuge Road Pendleton South Carolina,1.1266065387038702,4,0,Pendleton,South Carolina,-82.74790019999998,34.645278999999995,,,,,,,,,,,,,,,1.6094379124341005,0.0,0,5
558,345,2015-11-03,Ella Street and Kings Road Jacksonville Florida,1.184916910403644,2,3,Jacksonville,Florida,-81.69268690000001,30.347466999999998,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,0,6
559,346,2015-11-06,1000 block of Feliz Drive Bakersfield California,0.4828313737302301,0,4,Bakersfield,California,-118.98953370000001,35.3505533,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
560,347,2015-11-07,Bayaud and Bannock Denver Colorado,0.9010913347279288,1,3,Denver,Colorado,-104.98996969999999,39.71479779999999,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,2,3
561,348,2015-11-08,13859 8 Mile Road Warren Michigan,0.4828313737302301,0,4,Warren,Michigan,-82.98325190000001,42.4513095,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
562,348,2015-11-08,4397 NW 6th Drive Des Moines Iowa,0.9010913347279288,1,3,Des Moines,Iowa,-93.6261735,41.6401802,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,2,3
563,349,2015-11-09,400 block of North Beville Ave Indianapolis Indiana,1.0986122886681096,2,2,Indianapolis,Indiana,-86.12304830000002,39.7728748,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,2,4
564,350,2015-11-13,1300 block of South Shirley Oaks Drive Jacksonville Florida,1.3345506928718538,4,1,Jacksonville,Florida,-81.606388,30.4679021,,,,,,,,,,,,,,,1.6094379124341005,0.6931471805599453,0,7
565,351,2015-11-14,1159 Main St Johnstown Pennsylvania,0.4828313737302301,0,4,Johnstown,Pennsylvania,-78.913889,40.323354200000004,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
566,352,2015-11-15,5600 block of Blakemore St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1601797,40.0482827,,,,,,,,,,,,,,,0.0,1.6094379124341005,4,0
567,352,2015-11-15,800 block of An County Rd 2217 Tennessee Colony Texas,1.2542316284596384,5,0,Tennessee Colony,Texas,-95.806857,31.807593,,,,,,,,,,,,,,,1.791759469228055,0.0,1,11
568,353,2015-11-16,1460 County Rd 664 Cedar Bluff Alabama,1.178350206951907,3,1,Cedar Bluff,Alabama,-85.6846382,34.2289049,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,2,11
569,354,2015-11-18,California Avenue and Martin Luther King Jr. Boulevard Fresno California,0.5375278407684164,0,5,Fresno,California,-119.7998626,36.721408600000004,,,,,,,,,,,,,,,0.0,1.791759469228055,5,4
570,355,2015-11-20,Prospect Drive Pittsburgh Pennsylvania,0.9010913347279288,1,3,Pittsburgh,Pennsylvania,-79.93553639999998,40.4314201,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,8
571,356,2015-11-21,Stricker and School Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.64193379999998,39.3057902,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,3,8
572,357,2015-11-22,1900 block of Gallier St New Orleans Louisiana,0.8671115273688493,0,17,New Orleans,Louisiana,-90.03715539999996,29.9747756,,,,,,,,,,,,,,,0.0,2.8903717578961645,4,3
573,357,2015-11-22,4100 block of West Roosevelt Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7276188,41.8661269,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
574,357,2015-11-22,Park Circle North Charleston South Carolina,0.9010913347279288,1,3,North Charleston,South Carolina,-79.98517749999998,32.8814008,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,2,3
575,357,2015-11-22,203 Broadway Newburgh New York,0.5375278407684164,0,5,Newburgh,New York,-74.0164156,41.500198600000004,,,,,,,,,,,,,,,0.0,1.791759469228055,4,1
576,357,2015-11-22,Broadway and Pike Seattle Washington,0.4828313737302301,0,4,Seattle,Washington,-122.32079159999999,47.6140896,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
577,357,2015-11-22,1800 block of FM 802 Brownsville Texas,0.4828313737302301,0,4,Brownsville,Texas,-97.4272354,25.943499399999997,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
578,358,2015-11-23,Morgan Avenue North Minneapolis Minnesota,0.5375278407684164,0,5,Minneapolis,Minnesota,-93.30448890000001,44.9878876,,,,,,,,,,,,,,,0.0,1.791759469228055,6,1
579,358,2015-11-23,90 block of S. Terrace Avenue Columbus Ohio,1.3345506928718538,4,1,Columbus,Ohio,-83.06637049999998,39.95336029999999,,,,,,,,,,,,,,,1.6094379124341005,0.6931471805599453,0,7
580,359,2015-11-24,1321 Colletta Ct Conway South Carolina,0.4828313737302301,0,4,Conway,South Carolina,-79.13968309999998,33.87066739999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,9,0
581,360,2015-11-27,7900 block of Florin Road Sacramento California,1.0986122886681096,2,2,Sacramento,California,-121.41070570000001,38.4949095,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,1,8
582,360,2015-11-27,3480 Centennial Blvd Colorado Springs Colorado,1.661181580682137,3,9,Colorado Springs,Colorado,-104.8489734,38.88093509999999,Planned Parenthood clinic,"Robert Lewis Dear, 57, shot and killed a police officer and two citizens when he opened fire at a Planned Parenthood health clinic in Colorado Springs, Colorado. Nine others were wounded. Dear was arrested after an hours-long standoff with police.",57,Unclear,"The judge in the case has not publicly released Dear's medical and mental health records. As of April 5, 2016, Dear was undergoing a competency evaluation. Dear had a history of disputes with his relatives and neighbors. At a hearing in December 2015, he said, ""I am a warrior for the babies.""",Unknown,Unclear,Long gun,Reportedly an AK-47 style semiautomatic rifle and others. Authorities had not released details on Dear's weapons as of April 2016.,White,M,-,http://www.nytimes.com/2015/11/28/us/colorado-planned-parenthood-shooting.html and http://www.cnn.com/2015/12/09/us/colorado-planned-parenthood-shooting/ and http://www.npr.org/sections/thetwo-way/2015/11/28/457674369/planned-parenthood-shooting-police-name-suspect-procession-for-fallen-officer and http://www.cbsnews.com/news/robert-lewis-dear-planned-parenthood-first-court-appearance/ and http://www.denverpost.com/news/ci_29729326/judge-wont-release-all-records-accused-planned-parenthood and http://www.csindy.com/IndyBlog/archives/2016/02/17/judge-resists-unsealing-dear-affidavits; http://www.nbcnews.com/news/us-news/who-robert-dear-planned-parenthood-shooting-suspect-seemed-strange-not-n470896,Mass,1.3862943611198906,2.302585092994046,0,9
583,361,2015-11-29,648 E Court St Kankakee Illinois,0.5375278407684164,0,5,Kankakee,Illinois,-87.85792959999998,41.1193089,,,,,,,,,,,,,,,0.0,1.791759469228055,7,3
584,362,2015-12-02,100 block of West 33rd Street Savannah Georgia,0.9010913347279288,1,3,Savannah,Georgia,-81.10002480000001,32.0607278,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,3,3
585,362,2015-12-02,1365 South Waterman Ave San Bernardino California,2.8819690229055483,16,19,San Bernardino,California,-117.27762340000001,34.0755639,San Bernardino mass shooting,"Syed Rizwan Farook left a Christmas party held at Inland Regional Center, later returning with Tashfeen Malik and the two opened fire, killing 14 and wounding 21, ten critically. The two were later killed by police as they fled in an SUV.",28,Unclear,Unclear,"
Yes",The suspects purchased their handguns in the United States; the assault rifles were purchased by a third party.,"Two assault rifles and two semi-automatic pistols were used in the attack. Police found a remote controlled explosive device at the scene of the crime. At the home were 12 pipe bombs, 2,500 rounds for the AR-15 variants, 2,000 rounds for the pistols, and several hundred for a .22 calibre rifle. In the suspects' car were an additional 1,400 rounds for the rifles and 200 for the handguns.","Two semiautomatic AR-15-style rifles—one a DPMS A-15, the other a Smith & Wesson M&P15, both with .223 calibre ammunition. Two 9mm semiautomatic handguns. High capacity magazines.",Other,Male & Female,-,http://www.motherjones.com/mojo/2015/12/san-bernardino-shooting and  http://www.cnbc.com/2015/12/03/san-bernardino-shooting-suspects-rizwan-farook-tashfeen-malik-dead.html and http://www.nytimes.com/2015/12/04/us/san-bernardino-shooting.html and http://www.nytimes.com/2015/12/04/us/weapons-in-san-bernardino-shootings-were-legally-obtained.html?_r=0,Mass,2.8332133440562166,2.9957322735539913,0,10
586,363,2015-12-06,North 108th Street and Military Road Omaha Nebraska,1.184916910403644,2,3,Omaha,Nebraska,-96.081417,41.31758749999999,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,3,10
587,363,2015-12-06,Market Street Raceland Louisiana,0.9010913347279288,1,3,Raceland,Louisiana,-90.6093227,29.719339,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,4
588,364,2015-12-08,2300 block of Baltimore Avenue Cincinnati (Fairmount) Ohio,0.9010913347279288,1,3,Cincinnati (Fairmount),Ohio,-84.56146799999998,39.149724,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,5
589,365,2015-12-11,200 block of  Brownsville Road Pittsburgh (Mount Oliver) Pennsylvania,0.4828313737302301,0,4,Pittsburgh (Mount Oliver),Pennsylvania,-79.987511,40.415867999999996,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
590,365,2015-12-11,5100 block of Park Heights Avenue Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.67506,39.348287899999995,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,6
591,366,2015-12-12,Whitaker Street Savannah Georgia,0.4828313737302301,0,4,Savannah,Georgia,-81.09774829999998,32.0667719,,,,,,,,,,,,,,,0.0,1.6094379124341005,9,0
592,366,2015-12-12,307 Jefferson St Lovejoy (Brooklyn) Illinois,0.9010913347279288,1,3,Lovejoy (Brooklyn),Illinois,-90.1684255,38.6573252,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,6
593,367,2015-12-13,17000 block of Keelson Lane Huntington Beach California,0.4828313737302301,0,4,Huntington Beach,California,-117.99043529999999,33.711658899999996,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
594,367,2015-12-13,5550 S. Flower Street Los Angeles California,0.9010913347279288,1,3,Los Angeles,California,-118.282451,34.01606629999999,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,2,6
595,368,2015-12-19,21630 Southwest 120th Avenue Miami (Goulds) Florida,0.9680344001221916,1,4,Miami (Goulds),Florida,-80.3867803,25.5659366,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,2,7
596,369,2015-12-20,NE 167th St and NE 6th Ave North Miami Beach Florida,0.4828313737302301,0,4,North Miami Beach,Florida,-80.1882389,25.9285197,,,,,,,,,,,,,,,0.0,1.6094379124341005,7,0
597,369,2015-12-20,11th and Castle Street Wilmington North Carolina,0.9680344001221916,1,4,Wilmington,North Carolina,-77.9345553,34.2288726,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,1,6
598,370,2015-12-21,14600 block of East 14th Street San Leandro California,0.4828313737302301,0,4,San Leandro,California,-122.1344968,37.7097668,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
599,371,2015-12-25,785 Schillinger Rd S Mobile Alabama,0.4828313737302301,0,4,Mobile,Alabama,-88.2216179,30.6731365,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
600,371,2015-12-25,Franklin and Odessa Jacksonville Florida,0.4828313737302301,0,4,Jacksonville,Florida,-81.6394057,30.332879600000002,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
601,372,2015-12-26,4210 Macalester St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.12113000000002,40.0142161,,,,,,,,,,,,,,,0.0,1.6094379124341005,4,0
602,373,2015-12-27,North Parkway Jackson Tennessee,0.4828313737302301,0,4,Jackson,Tennessee,-88.81761879999998,35.6486031,,,,,,,,,,,,,,,0.0,1.6094379124341005,3,0
603,374,2015-12-31,1900 block of Amelia Street New Orleans Louisiana,0.583773044716594,0,6,New Orleans,Louisiana,-90.0959066,29.93035789999999,,,,,,,,,,,,,,,0.0,1.9459101490553128,2,1
604,375,2016-01-06,2312 East Magnolia Street Lakeland Florida,1.178350206951907,3,1,Lakeland,Florida,-81.9133782,28.050558399999996,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,0,7
605,376,2016-01-07,3800 block of Kerwood Avenue Memphis Tennessee,0.9010913347279288,1,3,Memphis,Tennessee,-89.9362666,35.2336271,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1,1
606,377,2016-01-08,1500 block of South Kedzie Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.70549600000002,41.86092410000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,1,1
607,377,2016-01-08,1700 E Capitol St NE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.97952629999997,38.8903247,,,,,,,,,,,,,,,0.0,1.6094379124341005,3,0
608,378,2016-01-11,900 block of Brown Street Wilmington Delaware,0.9680344001221916,1,4,Wilmington,Delaware,-75.5672256,39.73507360000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,1,1
609,379,2016-01-17,Ditchley Road and Gill Lane Ware Neck (Gloucester Courthouse) Virginia,0.9010913347279288,1,3,Ware Neck (Gloucester Courthouse),Virginia,-76.4373384,37.400081799999995,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,3,1
610,380,2016-01-23,8105 Avalon Blvd Los Angeles California,1.0986122886681096,2,2,Los Angeles,California,-118.2654023,33.9653677,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,1,4
611,381,2016-01-25,140 S. D Street Perris California,0.9680344001221916,1,4,Perris,California,-117.22868490000002,33.784686799999996,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,2,4
612,382,2016-01-26,Airport Way S. and S. Atlantic St. Seattle Washington,1.184916910403644,2,3,Seattle,Washington,-122.3224741,47.5903362,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,0,6
613,383,2016-01-27,1401 N. George Washington Hwy Chesapeake Virginia,1.3621371043387192,6,0,Chesapeake,Virginia,-76.33019279999998,36.7904881,,,,,,,,,,,,,,,1.9459101490553128,0.0,0,10
614,384,2016-01-30,67th and Missouri Avenue Glendale Arizona,1.5079338935523396,3,5,Glendale,Arizona,-112.20484040000001,33.5165652,,,,,,,,,,,,,,,1.3862943611198906,1.791759469228055,0,13
615,385,2016-02-03,1500 block of Butler St. SE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.98371490000002,38.8610406,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
616,386,2016-02-06,8123 N Nebraska Ave Tampa Florida,1.3528016467842707,2,6,Tampa,Florida,-82.45100670000002,28.021886,,,,,,,,,,,,,,,1.0986122886681098,1.9459101490553128,2,14
617,386,2016-02-06,10th Street Apopka Florida,0.4828313737302301,0,4,Apopka,Florida,-81.51425300000002,28.6657586,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
618,386,2016-02-06,12800 block of Cook Street Los Angeles California,0.9010913347279288,1,3,Los Angeles,California,-118.2706863,33.9164169,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,5
619,387,2016-02-07,6500 block of South Green Street Chicago (Englewood) Illinois,0.4828313737302301,0,4,Chicago (Englewood),Illinois,-87.64627209999998,41.77593710000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
620,387,2016-02-07,547 State St Rochester New York,1.1090354888959124,1,7,Rochester,New York,-77.6230683,43.1642357,,,,,,,,,,,,,,,0.6931471805599453,2.079441541679836,4,10
621,387,2016-02-07,7432 Universal Blvd Orlando Florida,1.4883971839071881,2,10,Orlando,Florida,-81.4650176,28.455296899999997,,,,,,,,,,,,,,,1.0986122886681098,2.3978952727983707,1,13
622,387,2016-02-07,Davis Avenue Pass Christian Mississippi,1.2518599757979068,2,4,Pass Christian,Mississippi,-89.24437859999998,30.321904600000003,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,3,12
623,388,2016-02-13,5425 Lapalco Boulevard Marrero Louisiana,0.4828313737302301,0,4,Marrero,Louisiana,-90.1081515,29.874832,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
624,389,2016-02-14,Earnest Friday Road Eutaw (Union) Alabama,0.5375278407684164,0,5,Eutaw (Union),Alabama,-87.9094126,32.9889817,,,,,,,,,,,,,,,0.0,1.791759469228055,7,2
625,389,2016-02-14,8449 Gulf Freeway Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.26379140000002,29.672633,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,6,3
626,390,2016-02-19,509 Porter Street Vallejo California,0.9010913347279288,1,3,Vallejo,California,-122.24549209999998,38.0882818,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,3
627,390,2016-02-19,4100 block of Buena Vista Road Edgerton Missouri,1.1266065387038702,4,0,Edgerton,Missouri,-94.6253659,39.4931055,,,,,,,,,,,,,,,1.6094379124341005,0.0,4,7
628,391,2016-02-20,231 Co Rd 201 Iuka Mississippi,1.184916910403644,2,3,Iuka,Mississippi,-88.1405843,34.754264500000005,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,3,6
629,391,2016-02-20,446 S Parramore Ave Orlando Florida,0.4828313737302301,0,4,Orlando,Florida,-81.38921140000002,28.5366891,,,,,,,,,,,,,,,0.0,1.6094379124341005,9,0
630,391,2016-02-20,200 block of Elm Street Bessemer Alabama,0.9010913347279288,1,3,Bessemer,Alabama,-86.97597040000002,33.3731712,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,3
631,391,2016-02-20,5581 Cracker Barrel Blvd Kalamazoo Michigan,1.6917207909391518,6,2,Kalamazoo,Michigan,-85.67474949999998,42.23649400000001,,,,,,,,,,,,,,,1.9459101490553128,1.0986122886681098,0,8
632,391,2016-02-20,2810 E. Bearss Ave Tampa Florida,0.9010913347279288,1,3,Tampa,Florida,-82.4276378,28.0810757,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,3
633,392,2016-02-21,7217 N Lindbergh Blvd Hazelwood Missouri,0.9010913347279288,1,3,Hazelwood,Missouri,-90.3568948,38.783356500000004,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,7,2
634,392,2016-02-21,5100 block of Idaho Street Houston Texas,0.5375278407684164,0,5,Houston,Texas,-95.3436883,29.6870021,,,,,,,,,,,,,,,0.0,1.791759469228055,12,1
635,393,2016-02-23,1042 Sheridan Road Daytona Beach Florida,0.4828313737302301,0,4,Daytona Beach,Florida,-81.04484169999998,29.2090184,,,,,,,,,,,,,,,0.0,1.6094379124341005,13,0
